Date,Time,Temperature,Humidity
05/27/22,09:38,26.1*C,42.2%
05/27/22,09:38,26.1*C,42.1%
05/27/22,09:38,26.1*C,42.2%
05/27/22,09:38,26.1*C,42.2%
05/27/22,09:39,26.1*C,42.2%
05/27/22,09:39,26.1*C,42.2%
05/27/22,09:39,26.1*C,42.2%
05/27/22,09:39,26.1*C,42.2%
05/27/22,09:40,26.1*C,42.2%
05/27/22,09:40,26.1*C,42.2%
05/27/22,09:40,26.1*C,42.2%
05/27/22,09:40,26.1*C,42.2%
05/27/22,09:40,26.1*C,42.2%
05/27/22,09:41,26.1*C,42.2%
05/27/22,09:41,26.1*C,42.2%
05/27/22,09:41,26.1*C,42.2%
05/27/22,09:41,26.1*C,42.2%
05/27/22,09:42,26.1*C,42.2%
05/27/22,09:42,26.1*C,42.2%
05/27/22,09:42,26.1*C,42.2%
05/27/22,09:42,26.1*C,42.2%
05/27/22,09:42,26.1*C,42.2%
05/27/22,09:43,26.1*C,42.2%
05/27/22,09:43,26.1*C,42.2%
05/27/22,09:43,26.1*C,42.2%
05/27/22,09:43,26.1*C,42.2%
05/27/22,09:44,26.1*C,42.2%
05/27/22,09:44,26.1*C,42.2%
05/27/22,09:44,26.1*C,42.2%
05/27/22,09:44,26.1*C,42.1%
05/27/22,09:45,26.1*C,42.2%
05/27/22,09:45,26.1*C,42.2%
05/27/22,09:45,26.1*C,42.2%
05/27/22,09:45,26.1*C,42.2%
05/27/22,09:45,26.1*C,42.1%
05/27/22,09:46,26.1*C,42.1%
05/27/22,09:46,26.1*C,42.2%
05/27/22,09:46,26.1*C,42.1%
05/27/22,09:46,26.1*C,42.1%
05/27/22,09:47,26.1*C,42.1%
05/27/22,09:47,26.1*C,42.2%
05/27/22,09:47,26.1*C,42.2%
05/27/22,09:47,26.1*C,42.2%
05/27/22,09:48,26.1*C,42.1%
05/27/22,09:48,26.1*C,42.1%
05/27/22,09:48,26.1*C,42.2%
05/27/22,09:48,26.1*C,42.2%
05/27/22,09:48,26.1*C,42.2%
05/27/22,09:49,26.1*C,42.2%
05/27/22,09:49,26.1*C,42.2%
05/27/22,09:49,26.1*C,42.2%
05/27/22,09:49,26.1*C,42.1%
05/27/22,09:50,26.1*C,42.1%
05/27/22,09:50,26.1*C,42.2%
05/27/22,09:50,26.1*C,42.2%
05/27/22,09:50,26.1*C,42.2%
05/27/22,09:50,26.1*C,42.2%
05/27/22,09:51,26.1*C,42.2%
05/27/22,09:51,26.1*C,42.2%
05/27/22,09:51,26.1*C,42.2%
05/27/22,09:51,26.1*C,42.2%
05/27/22,09:52,26.1*C,42.2%
05/27/22,09:52,26.1*C,42.2%
05/27/22,09:52,26.1*C,42.2%
05/27/22,09:52,26.1*C,42.1%
05/27/22,09:52,26.1*C,42.2%
05/27/22,09:53,26.1*C,42.2%
05/27/22,09:53,26.1*C,42.1%
05/27/22,09:53,26.1*C,42.1%
05/27/22,09:53,26.1*C,42.2%
05/27/22,09:54,26.1*C,42.2%
05/27/22,09:54,26.1*C,42.2%
05/27/22,09:54,26.1*C,42.2%
05/27/22,09:54,26.1*C,42.2%
05/27/22,09:55,26.1*C,42.2%
05/27/22,09:55,26.1*C,42.1%
05/27/22,09:55,26.1*C,42.1%
05/27/22,09:55,26.1*C,42.2%
05/27/22,09:55,26.1*C,42.2%
05/27/22,09:56,26.1*C,42.2%
05/27/22,09:56,26.1*C,42.2%
05/27/22,09:56,26.1*C,42.2%
05/27/22,09:56,26.1*C,42.1%
05/27/22,09:57,26.1*C,42.2%
05/27/22,09:57,26.1*C,42.2%
05/27/22,09:57,26.1*C,42.2%
05/27/22,09:57,26.1*C,42.2%
05/27/22,09:57,26.1*C,42.2%
05/27/22,09:58,26.1*C,42.2%
05/27/22,09:58,26.1*C,42.1%
05/27/22,09:58,26.1*C,42.2%
05/27/22,09:58,26.0*C,42.1%
05/27/22,09:59,26.1*C,42.2%
05/27/22,09:59,26.1*C,42.2%
05/27/22,09:59,26.1*C,42.2%
05/27/22,09:59,26.1*C,42.2%
05/27/22,10:00,26.1*C,42.2%
05/27/22,10:00,26.1*C,42.2%
05/27/22,10:00,26.1*C,42.2%
05/27/22,10:00,26.1*C,42.2%
05/27/22,10:01,26.1*C,42.2%
05/27/22,10:01,26.1*C,42.2%
05/27/22,10:01,26.1*C,42.2%
05/27/22,10:01,26.1*C,42.2%
05/27/22,10:01,26.1*C,42.2%
05/27/22,10:02,26.1*C,42.3%
05/27/22,10:02,26.1*C,42.2%
05/27/22,10:02,26.1*C,42.2%
05/27/22,10:02,26.1*C,42.2%
05/27/22,10:03,26.0*C,42.1%
05/27/22,10:03,26.1*C,42.2%
05/27/22,10:03,26.1*C,42.2%
05/27/22,10:03,26.1*C,42.2%
05/27/22,10:04,26.1*C,42.2%
05/27/22,10:04,26.1*C,42.2%
05/27/22,10:04,26.1*C,42.2%
05/27/22,10:04,26.1*C,42.2%
05/27/22,10:04,26.1*C,42.2%
05/27/22,10:05,26.1*C,42.2%
05/27/22,10:05,26.1*C,42.2%
05/27/22,10:05,26.1*C,42.2%
05/27/22,10:05,26.1*C,42.2%
05/27/22,10:06,26.1*C,42.2%
05/27/22,10:06,26.1*C,42.2%
05/27/22,10:06,26.1*C,42.2%
05/27/22,10:06,26.1*C,42.2%
05/27/22,10:07,26.1*C,42.1%
05/27/22,10:07,26.1*C,42.2%
05/27/22,10:07,26.1*C,42.2%
05/27/22,10:07,26.1*C,42.2%
05/27/22,10:07,26.1*C,42.2%
05/27/22,10:08,26.1*C,42.2%
05/27/22,10:08,26.1*C,42.2%
05/27/22,10:08,26.1*C,42.2%
05/27/22,10:08,26.1*C,42.3%
05/27/22,10:09,26.1*C,42.2%
05/27/22,10:09,26.1*C,42.2%
05/27/22,10:09,26.1*C,42.2%
05/27/22,10:09,26.1*C,42.2%
05/27/22,10:09,26.1*C,42.2%
05/27/22,10:10,26.1*C,42.2%
05/27/22,10:10,26.1*C,42.2%
05/27/22,10:10,26.1*C,42.2%
05/27/22,10:10,26.1*C,42.2%
05/27/22,10:11,26.1*C,42.2%
05/27/22,10:11,26.1*C,42.2%
05/27/22,10:11,26.1*C,42.2%
05/27/22,10:11,26.1*C,42.2%
05/27/22,10:12,26.1*C,42.1%
05/27/22,10:12,26.1*C,42.2%
05/27/22,10:12,26.1*C,42.1%
05/27/22,10:12,26.1*C,42.1%
05/27/22,10:12,26.1*C,42.1%
05/27/22,10:13,26.1*C,42.2%
05/27/22,10:13,26.1*C,42.1%
05/27/22,10:13,26.1*C,42.1%
05/27/22,10:13,26.1*C,42.1%
05/27/22,10:14,26.1*C,42.1%
05/27/22,10:14,26.1*C,42.2%
05/27/22,10:14,26.1*C,42.1%
05/27/22,10:14,26.1*C,42.2%
05/27/22,10:14,26.1*C,42.2%
05/27/22,10:15,26.1*C,42.2%
05/27/22,10:15,26.1*C,42.2%
05/27/22,10:15,26.1*C,42.2%
05/27/22,10:15,26.1*C,42.2%
05/27/22,10:16,26.1*C,42.2%
05/27/22,10:16,26.1*C,42.2%
05/27/22,10:16,26.1*C,42.2%
05/27/22,10:16,26.1*C,42.2%
05/27/22,10:17,26.1*C,42.1%
05/27/22,10:17,26.1*C,42.2%
05/27/22,10:17,26.1*C,42.2%
05/27/22,10:17,26.1*C,42.2%
05/27/22,10:17,26.1*C,42.1%
05/27/22,10:18,26.1*C,42.1%
05/27/22,10:18,26.1*C,42.1%
05/27/22,10:18,26.1*C,42.1%
05/27/22,10:18,26.1*C,42.1%
05/27/22,10:19,26.1*C,42.1%
05/27/22,10:19,26.1*C,42.1%
05/27/22,10:19,26.1*C,42.1%
05/27/22,10:19,26.1*C,42.1%
05/27/22,10:19,26.1*C,42.2%
05/27/22,10:20,26.1*C,42.2%
05/27/22,10:20,26.1*C,42.2%
05/27/22,10:20,26.0*C,42.1%
05/27/22,10:20,26.1*C,42.2%
05/27/22,10:21,26.1*C,42.2%
05/27/22,10:21,26.1*C,42.2%
05/27/22,10:21,26.1*C,42.1%
05/27/22,10:21,26.1*C,42.2%
05/27/22,10:22,26.1*C,42.2%
05/27/22,10:22,26.1*C,42.2%
05/27/22,10:22,26.1*C,42.2%
05/27/22,10:22,26.1*C,42.2%
05/27/22,10:22,26.1*C,42.2%
05/27/22,10:23,26.1*C,42.2%
05/27/22,10:23,26.1*C,42.2%
05/27/22,10:23,26.1*C,42.1%
05/27/22,10:23,26.1*C,42.2%
05/27/22,10:24,26.1*C,42.1%
05/27/22,10:24,26.1*C,42.1%
05/27/22,10:24,26.1*C,42.1%
05/27/22,10:25,26.1*C,42.1%
05/27/22,10:25,26.1*C,42.1%
05/27/22,10:25,26.1*C,42.1%
05/27/22,10:25,26.1*C,42.1%
05/27/22,10:25,26.1*C,42.1%
05/27/22,10:26,26.1*C,42.2%
05/27/22,10:26,26.1*C,42.1%
05/27/22,10:26,26.1*C,42.1%
05/27/22,10:26,26.1*C,42.2%
05/27/22,10:27,26.1*C,42.2%
05/27/22,10:27,26.1*C,42.2%
05/27/22,10:27,26.1*C,42.1%
05/27/22,10:27,26.1*C,42.1%
05/27/22,10:27,26.1*C,42.1%
05/27/22,10:28,26.1*C,42.2%
05/27/22,10:28,26.1*C,42.1%
05/27/22,10:28,26.1*C,42.1%
05/27/22,10:28,26.1*C,42.1%
05/27/22,10:29,26.1*C,42.1%
05/27/22,10:29,26.1*C,42.1%
05/27/22,10:29,26.1*C,42.2%
05/27/22,10:29,26.1*C,42.2%
05/27/22,10:29,26.1*C,42.2%
05/27/22,10:30,26.1*C,42.2%
05/27/22,10:30,26.1*C,42.1%
05/27/22,10:30,26.1*C,42.2%
05/27/22,10:30,26.1*C,42.2%
05/27/22,10:31,26.1*C,42.2%
05/27/22,10:31,26.1*C,42.1%
05/27/22,10:31,26.1*C,42.2%
05/27/22,10:31,26.1*C,42.2%
05/27/22,10:32,26.1*C,42.2%
05/27/22,10:32,26.1*C,42.2%
05/27/22,10:32,26.1*C,42.2%
05/27/22,10:32,26.1*C,42.2%
05/27/22,10:32,26.1*C,42.2%
05/27/22,10:33,26.1*C,42.2%
05/27/22,10:33,26.1*C,42.2%
05/27/22,10:33,26.1*C,42.2%
05/27/22,10:33,26.1*C,42.2%
05/27/22,10:34,26.1*C,42.2%
05/27/22,10:34,26.1*C,42.2%
05/27/22,10:34,26.0*C,42.1%
05/27/22,10:34,26.1*C,42.2%
05/27/22,10:35,26.1*C,42.2%
05/27/22,10:35,26.1*C,42.1%
05/27/22,10:35,26.1*C,42.2%
05/27/22,10:35,26.1*C,42.1%
05/27/22,10:35,26.1*C,42.1%
05/27/22,10:36,26.1*C,42.1%
05/27/22,10:36,26.1*C,42.2%
05/27/22,10:36,26.1*C,42.1%
05/27/22,10:36,26.1*C,42.2%
05/27/22,10:37,26.1*C,42.1%
05/27/22,10:37,26.1*C,42.1%
05/27/22,10:37,26.1*C,42.1%
05/27/22,10:37,26.1*C,42.1%
05/27/22,10:38,26.0*C,42.1%
05/27/22,10:38,26.1*C,42.1%
05/27/22,10:38,26.1*C,42.1%
05/27/22,10:38,26.1*C,42.1%
05/27/22,10:39,26.1*C,42.1%
05/27/22,10:39,26.1*C,42.1%
05/27/22,10:39,26.1*C,42.1%
05/27/22,10:39,26.1*C,42.2%
05/27/22,10:39,26.1*C,42.2%
05/27/22,10:40,26.1*C,42.2%
05/27/22,10:40,26.1*C,42.2%
05/27/22,10:40,26.1*C,42.1%
05/27/22,10:40,26.1*C,42.1%
05/27/22,10:41,26.1*C,42.1%
05/27/22,10:41,26.1*C,42.1%
05/27/22,10:41,26.1*C,42.2%
05/27/22,10:41,26.1*C,42.2%
05/27/22,10:42,26.1*C,42.1%
05/27/22,10:42,26.1*C,42.1%
05/27/22,10:42,26.1*C,42.2%
05/27/22,10:42,26.1*C,42.2%
05/27/22,10:42,26.1*C,42.2%
05/27/22,10:43,26.1*C,42.2%
05/27/22,10:43,26.1*C,42.2%
05/27/22,10:43,26.1*C,42.2%
05/27/22,10:43,26.1*C,42.2%
05/27/22,10:44,26.1*C,42.2%
05/27/22,10:44,26.1*C,42.2%
05/27/22,10:44,26.1*C,42.2%
05/27/22,10:44,26.1*C,42.1%
05/27/22,10:45,26.1*C,42.2%
05/27/22,10:45,26.1*C,42.1%
05/27/22,10:45,26.1*C,42.2%
05/27/22,10:45,26.1*C,42.2%
05/27/22,10:45,26.1*C,42.2%
05/27/22,10:46,26.1*C,42.2%
05/27/22,10:46,26.1*C,42.2%
05/27/22,10:46,26.1*C,42.2%
05/27/22,10:46,26.1*C,42.2%
05/27/22,10:47,26.1*C,42.2%
05/27/22,10:47,26.1*C,42.2%
05/27/22,10:47,26.1*C,42.1%
05/27/22,10:47,26.1*C,42.1%
05/27/22,10:48,26.1*C,42.2%
05/27/22,10:48,26.1*C,42.2%
05/27/22,10:48,26.1*C,42.2%
05/27/22,10:48,26.1*C,42.1%
05/27/22,10:48,26.1*C,42.1%
05/27/22,10:49,26.1*C,42.2%
05/27/22,10:49,26.1*C,42.1%
05/27/22,10:49,26.1*C,42.2%
05/27/22,10:49,26.1*C,42.1%
05/27/22,10:50,26.1*C,42.2%
05/27/22,10:50,26.1*C,42.2%
05/27/22,10:50,26.1*C,42.1%
05/27/22,10:50,26.1*C,42.1%
05/27/22,10:50,26.1*C,42.2%
05/27/22,10:51,26.1*C,42.1%
05/27/22,10:51,26.1*C,42.1%
05/27/22,10:51,26.1*C,42.1%
05/27/22,10:51,26.1*C,42.1%
05/27/22,10:52,26.0*C,42.1%
05/27/22,10:52,26.1*C,42.1%
05/27/22,10:52,26.1*C,42.2%
05/27/22,10:52,26.1*C,42.1%
05/27/22,10:53,26.1*C,42.1%
05/27/22,10:53,26.1*C,42.1%
05/27/22,10:53,26.1*C,42.2%
05/27/22,10:53,26.1*C,42.2%
05/27/22,10:53,26.1*C,42.1%
05/27/22,10:54,26.1*C,42.1%
05/27/22,10:54,26.1*C,42.1%
05/27/22,10:54,26.1*C,42.2%
05/27/22,10:54,26.1*C,42.2%
05/27/22,10:55,26.1*C,42.2%
05/27/22,10:55,26.1*C,42.2%
05/27/22,10:55,26.1*C,42.2%
05/27/22,10:55,26.1*C,42.2%
05/27/22,10:56,26.1*C,42.2%
05/27/22,10:56,26.1*C,42.2%
05/27/22,10:56,26.1*C,42.1%
05/27/22,10:56,26.1*C,42.2%
05/27/22,10:56,26.1*C,42.2%
05/27/22,10:57,26.1*C,42.2%
05/27/22,10:57,26.1*C,42.2%
05/27/22,10:57,26.1*C,42.2%
05/27/22,10:57,26.1*C,42.2%
05/27/22,10:58,26.1*C,42.2%
05/27/22,10:58,26.1*C,42.2%
05/27/22,10:58,26.1*C,42.2%
05/27/22,10:58,26.1*C,42.2%
05/27/22,10:59,26.1*C,42.2%
05/27/22,10:59,26.1*C,42.2%
05/27/22,10:59,26.1*C,42.2%
05/27/22,10:59,26.1*C,42.2%
05/27/22,10:59,26.1*C,42.2%
05/27/22,11:00,26.1*C,42.2%
05/27/22,11:00,26.1*C,42.2%
05/27/22,11:00,26.1*C,42.2%
05/27/22,11:00,26.1*C,42.2%
05/27/22,11:01,26.1*C,42.2%
05/27/22,11:01,26.1*C,42.2%
05/27/22,11:01,26.1*C,42.2%
05/27/22,11:01,26.1*C,42.2%
05/27/22,11:01,26.1*C,42.2%
05/27/22,11:02,26.1*C,42.2%
05/27/22,11:02,26.1*C,42.2%
05/27/22,11:02,26.1*C,42.2%
05/27/22,11:02,26.1*C,42.1%
05/27/22,11:03,26.1*C,42.2%
05/27/22,11:03,26.1*C,42.2%
05/27/22,11:03,26.1*C,42.2%
05/27/22,11:03,26.1*C,42.2%
05/27/22,11:03,26.1*C,42.2%
05/27/22,11:04,26.1*C,42.2%
05/27/22,11:04,26.1*C,42.2%
05/27/22,11:04,26.1*C,42.2%
05/27/22,11:04,26.1*C,42.2%
05/27/22,11:05,26.1*C,42.2%
05/27/22,11:05,26.1*C,42.2%
05/27/22,11:05,26.1*C,42.2%
05/27/22,11:05,26.1*C,42.2%
05/27/22,11:06,26.1*C,42.2%
05/27/22,11:06,26.1*C,42.1%
05/27/22,11:06,26.1*C,42.2%
05/27/22,11:06,26.1*C,42.2%
05/27/22,11:07,26.1*C,42.2%
05/27/22,11:07,26.1*C,42.2%
05/27/22,11:07,26.1*C,42.2%
05/27/22,11:07,26.1*C,42.2%
05/27/22,11:08,26.1*C,42.2%
05/27/22,11:08,26.1*C,42.2%
05/27/22,11:08,26.1*C,42.2%
05/27/22,11:08,26.1*C,42.2%
05/27/22,11:09,26.1*C,42.2%
05/27/22,11:09,26.1*C,42.2%
05/27/22,11:09,26.1*C,42.2%
05/27/22,11:09,26.1*C,42.2%
05/27/22,11:09,26.1*C,42.2%
05/27/22,11:10,26.1*C,42.2%
05/27/22,11:10,26.1*C,42.2%
05/27/22,11:10,26.1*C,42.2%
05/27/22,11:10,26.1*C,42.2%
05/27/22,11:11,26.1*C,42.2%
05/27/22,11:11,26.1*C,42.2%
05/27/22,11:11,26.1*C,42.2%
05/27/22,11:11,26.1*C,42.2%
05/27/22,11:11,26.1*C,42.2%
05/27/22,11:12,26.1*C,42.2%
05/27/22,11:12,26.1*C,42.2%
05/27/22,11:12,26.1*C,42.2%
05/27/22,11:12,26.1*C,42.2%
05/27/22,11:13,26.1*C,42.2%
05/27/22,11:13,26.1*C,42.2%
05/27/22,11:13,26.1*C,42.2%
05/27/22,11:13,26.1*C,42.2%
05/27/22,11:13,26.1*C,42.2%
05/27/22,11:14,26.1*C,42.2%
05/27/22,11:14,26.1*C,42.2%
05/27/22,11:14,26.1*C,42.2%
05/27/22,11:14,26.1*C,42.2%
05/27/22,11:15,26.1*C,42.2%
05/27/22,11:15,26.1*C,42.2%
05/27/22,11:15,26.1*C,42.2%
05/27/22,11:15,26.1*C,42.2%
05/27/22,11:15,26.1*C,42.2%
05/27/22,11:16,26.1*C,42.2%
05/27/22,11:16,26.1*C,42.2%
05/27/22,11:16,26.1*C,42.2%
05/27/22,11:16,26.1*C,42.2%
05/27/22,11:17,26.1*C,42.2%
05/27/22,11:17,26.1*C,42.2%
05/27/22,11:17,26.1*C,42.2%
05/27/22,11:17,26.1*C,42.2%
05/27/22,11:17,26.1*C,42.2%
05/27/22,11:18,26.1*C,42.2%
05/27/22,11:18,26.1*C,42.2%
05/27/22,11:18,26.1*C,42.2%
05/27/22,11:18,26.1*C,42.2%
05/27/22,11:19,26.1*C,42.2%
05/27/22,11:19,26.1*C,42.2%
05/27/22,11:19,26.1*C,42.2%
05/27/22,11:19,26.1*C,42.2%
05/27/22,11:19,26.1*C,42.2%
05/27/22,11:20,26.1*C,42.2%
05/27/22,11:20,26.1*C,42.2%
05/27/22,11:20,26.1*C,42.2%
05/27/22,11:20,26.1*C,42.2%
05/27/22,11:21,26.1*C,42.2%
05/27/22,11:21,26.1*C,42.2%
05/27/22,11:21,26.1*C,42.2%
05/27/22,11:21,26.1*C,42.2%
05/27/22,11:21,26.1*C,42.2%
05/27/22,11:22,26.1*C,42.2%
05/27/22,11:22,26.1*C,42.2%
05/27/22,11:22,26.1*C,42.2%
05/27/22,11:22,26.1*C,42.2%
05/27/22,11:23,26.1*C,42.2%
05/27/22,11:23,26.1*C,42.2%
05/27/22,11:23,26.1*C,42.2%
05/27/22,11:23,26.1*C,42.2%
05/27/22,11:24,26.1*C,42.2%
05/27/22,11:24,26.1*C,42.2%
05/27/22,11:24,26.1*C,42.2%
05/27/22,11:24,26.1*C,42.2%
05/27/22,11:24,26.1*C,42.2%
05/27/22,11:25,26.1*C,42.2%
05/27/22,11:25,26.1*C,42.2%
05/27/22,11:25,26.1*C,42.2%
05/27/22,11:25,26.1*C,42.2%
05/27/22,11:26,26.1*C,42.2%
05/27/22,11:26,26.1*C,42.2%
05/27/22,11:26,26.0*C,42.1%
05/27/22,11:26,26.1*C,42.2%
05/27/22,11:26,26.1*C,42.2%
05/27/22,11:27,26.1*C,42.2%
05/27/22,11:27,26.1*C,42.2%
05/27/22,11:27,26.1*C,42.2%
05/27/22,11:27,26.1*C,42.2%
05/27/22,11:28,26.1*C,42.2%
05/27/22,11:28,26.1*C,42.2%
05/27/22,11:28,26.1*C,42.2%
05/27/22,11:28,26.1*C,42.2%
05/27/22,11:29,26.1*C,42.2%
05/27/22,11:29,26.1*C,42.2%
05/27/22,11:29,26.1*C,42.2%
05/27/22,11:29,26.1*C,42.2%
05/27/22,11:29,26.1*C,42.2%
05/27/22,11:30,26.1*C,42.3%
05/27/22,11:30,26.1*C,42.2%
05/27/22,11:30,26.1*C,42.2%
05/27/22,11:30,26.1*C,42.2%
05/27/22,11:31,26.1*C,42.2%
05/27/22,11:31,26.1*C,42.2%
05/27/22,11:31,26.1*C,42.2%
05/27/22,11:31,26.1*C,42.2%
05/27/22,11:32,26.1*C,42.2%
05/27/22,11:32,26.1*C,42.2%
05/27/22,11:32,26.1*C,42.2%
05/27/22,11:32,26.1*C,42.3%
05/27/22,11:33,26.1*C,42.2%
05/27/22,11:33,26.1*C,42.2%
05/27/22,11:33,26.1*C,42.2%
05/27/22,11:33,26.1*C,42.2%
05/27/22,11:33,26.1*C,42.2%
05/27/22,11:34,26.1*C,42.2%
05/27/22,11:34,26.1*C,42.2%
05/27/22,11:34,26.1*C,42.2%
05/27/22,11:34,26.0*C,42.2%
05/27/22,11:35,26.1*C,42.2%
05/27/22,11:35,26.1*C,42.3%
05/27/22,11:35,26.1*C,42.2%
05/27/22,11:35,26.1*C,42.2%
05/27/22,11:36,26.1*C,42.2%
05/27/22,11:36,26.1*C,42.2%
05/27/22,11:36,26.1*C,42.2%
05/27/22,11:36,26.1*C,42.2%
05/27/22,11:37,26.0*C,42.1%
05/27/22,11:37,26.1*C,42.2%
05/27/22,11:37,26.1*C,42.2%
05/27/22,11:37,26.0*C,42.1%
05/27/22,11:37,26.1*C,42.2%
05/27/22,11:38,26.1*C,42.2%
05/27/22,11:38,26.1*C,42.2%
05/27/22,11:38,26.1*C,42.2%
05/27/22,11:38,26.1*C,42.2%
05/27/22,11:39,26.1*C,42.2%
05/27/22,11:39,26.1*C,42.2%
05/27/22,11:39,26.1*C,42.2%
05/27/22,11:39,26.1*C,42.2%
05/27/22,11:40,26.1*C,42.2%
05/27/22,11:40,26.1*C,42.2%
05/27/22,11:40,26.1*C,42.3%
05/27/22,11:40,26.1*C,42.2%
05/27/22,11:40,26.1*C,42.2%
05/27/22,11:41,26.1*C,42.2%
05/27/22,11:41,26.1*C,42.2%
05/27/22,11:41,26.1*C,42.2%
05/27/22,11:41,26.1*C,42.3%
05/27/22,11:42,26.1*C,42.3%
05/27/22,11:42,26.1*C,42.3%
05/27/22,11:42,26.1*C,42.3%
05/27/22,11:42,26.1*C,42.3%
05/27/22,11:42,26.1*C,42.3%
05/27/22,11:43,26.1*C,42.3%
05/27/22,11:43,26.1*C,42.3%
05/27/22,11:43,26.1*C,42.3%
05/27/22,11:43,26.1*C,42.3%
05/27/22,11:44,26.1*C,42.3%
05/27/22,11:44,26.1*C,42.2%
05/27/22,11:44,26.1*C,42.3%
05/27/22,11:44,26.1*C,42.3%
05/27/22,11:45,26.1*C,42.3%
05/27/22,11:45,26.1*C,42.3%
05/27/22,11:45,26.1*C,42.3%
05/27/22,11:45,26.0*C,42.2%
05/27/22,11:46,26.1*C,42.3%
05/27/22,11:46,26.1*C,42.3%
05/27/22,11:46,26.1*C,42.3%
05/27/22,11:46,26.1*C,42.3%
05/27/22,11:47,26.1*C,42.3%
05/27/22,11:47,26.1*C,42.3%
05/27/22,11:47,26.1*C,42.3%
05/27/22,11:47,26.1*C,42.2%
05/27/22,11:47,26.1*C,42.2%
05/27/22,11:48,26.1*C,42.2%
05/27/22,11:48,26.1*C,42.3%
05/27/22,11:48,26.1*C,42.2%
05/27/22,11:48,26.1*C,42.2%
05/27/22,11:49,26.1*C,42.3%
05/27/22,11:49,26.1*C,42.3%
05/27/22,11:49,26.1*C,42.3%
05/27/22,11:49,26.1*C,42.3%
05/27/22,11:50,26.1*C,42.2%
05/27/22,11:50,26.1*C,42.3%
05/27/22,11:50,26.1*C,42.2%
05/27/22,11:51,26.1*C,42.2%
05/27/22,11:51,26.1*C,42.3%
05/27/22,11:51,26.1*C,42.3%
05/27/22,11:51,26.1*C,42.3%
05/27/22,11:51,26.1*C,42.3%
05/27/22,11:52,26.1*C,42.3%
05/27/22,11:52,26.1*C,42.3%
05/27/22,11:52,26.1*C,42.3%
05/27/22,11:52,26.1*C,42.3%
05/27/22,11:53,26.1*C,42.3%
05/27/22,11:53,26.1*C,42.3%
05/27/22,11:53,26.1*C,42.3%
05/27/22,11:53,26.1*C,42.3%
05/27/22,11:53,26.1*C,42.3%
05/27/22,11:54,26.1*C,42.3%
05/27/22,11:54,26.1*C,42.3%
05/27/22,11:54,26.0*C,42.2%
05/27/22,11:54,26.1*C,42.3%
05/27/22,11:55,26.1*C,42.3%
05/27/22,11:55,26.0*C,42.2%
05/27/22,11:55,26.1*C,42.3%
05/27/22,11:55,26.1*C,42.3%
05/27/22,11:56,26.1*C,42.3%
05/27/22,11:56,26.1*C,42.3%
05/27/22,11:56,26.1*C,42.3%
05/27/22,11:56,26.1*C,42.3%
05/27/22,11:57,26.1*C,42.3%
05/27/22,11:57,26.1*C,42.3%
05/27/22,11:57,26.1*C,42.3%
05/27/22,11:57,26.1*C,42.3%
05/27/22,11:57,26.1*C,42.3%
05/27/22,11:58,26.1*C,42.4%
05/27/22,11:58,26.1*C,42.4%
05/27/22,11:58,26.1*C,42.3%
05/27/22,11:58,26.1*C,42.3%
05/27/22,11:59,26.1*C,42.3%
05/27/22,11:59,26.1*C,42.3%
05/27/22,11:59,26.0*C,42.2%
05/27/22,11:59,26.1*C,42.3%
05/27/22,12:00,26.1*C,42.3%
05/27/22,12:00,26.1*C,42.3%
05/27/22,12:00,26.1*C,42.2%
05/27/22,12:00,26.1*C,42.3%
05/27/22,12:00,26.1*C,42.3%
05/27/22,12:01,26.1*C,42.3%
05/27/22,12:01,26.1*C,42.3%
05/27/22,12:01,26.1*C,42.3%
05/27/22,12:01,26.1*C,42.4%
05/27/22,12:02,26.1*C,42.4%
05/27/22,12:02,26.1*C,42.3%
05/27/22,12:02,26.1*C,42.3%
05/27/22,12:02,26.1*C,42.3%
05/27/22,12:02,26.1*C,42.3%
05/27/22,12:03,26.1*C,42.4%
05/27/22,12:03,26.1*C,42.3%
05/27/22,12:03,26.1*C,42.3%
05/27/22,12:03,26.1*C,42.3%
05/27/22,12:04,26.1*C,42.3%
05/27/22,12:04,26.1*C,42.3%
05/27/22,12:04,26.1*C,42.3%
05/27/22,12:04,26.1*C,42.3%
05/27/22,12:05,26.1*C,42.3%
05/27/22,12:05,26.1*C,42.3%
05/27/22,12:05,26.1*C,42.3%
05/27/22,12:05,26.1*C,42.3%
05/27/22,12:05,26.1*C,42.3%
05/27/22,12:06,26.1*C,42.3%
05/27/22,12:06,26.1*C,42.3%
05/27/22,12:06,26.1*C,42.3%
05/27/22,12:06,26.1*C,42.3%
05/27/22,12:07,26.1*C,42.3%
05/27/22,12:07,26.1*C,42.3%
05/27/22,12:07,26.1*C,42.3%
05/27/22,12:07,26.1*C,42.3%
05/27/22,12:08,26.1*C,42.3%
05/27/22,12:08,26.1*C,42.3%
05/27/22,12:08,26.1*C,42.3%
05/27/22,12:08,26.1*C,42.3%
05/27/22,12:08,26.0*C,42.2%
05/27/22,12:09,26.1*C,42.3%
05/27/22,12:09,26.1*C,42.3%
05/27/22,12:09,26.1*C,42.3%
05/27/22,12:09,26.1*C,42.4%
05/27/22,12:10,26.1*C,42.4%
05/27/22,12:10,26.1*C,42.3%
05/27/22,12:10,26.1*C,42.3%
05/27/22,12:10,26.1*C,42.3%
05/27/22,12:10,26.1*C,42.4%
